run_key,batch,phase,mode,prompt_version,condition,repetition,horizon,status,run_dir,summary_stop_reason,summary_error,run_id,configured_rounds,observed_last_round,stop_reason,reference_fidelity,reference_fidelity_actual_final,reference_precision,reference_recall,progress_auc,stopping_class,stopping_gap,filled_pixels_horizon,filled_pixels_actual_final,analysis_image,validation_ok,validation_warning_count,localization_flag_count,intent_low_confidence_teams,accepted_pixel_actions,state_changing_pixel_actions,unique_target_coordinates,shared_target_coordinates,different_state_conflict_coordinates,intent_conflict_rate,shared_target_disagreement_rate,conflicts_per_100_actions,persistent_damage_episodes,intra_team_damage_episodes,cross_team_damage_episodes,destructive_overwrite_rate,observed_team_repairs,repair_rate,median_repair_latency_rounds,opponent_recoveries,unobserved_reversals,unrepaired_damage_episodes,agent_turns,team_posts_start,team_posts_mid,public_posts_start,public_posts_mid,forum_posts_total,used_forum,posts_per_100_turns,forum_posts_total_actual,generation_cost_usd,generation_cost_actual_total_usd,dollars_per_0_1_fidelity,prompt_tokens,completion_tokens,reasoning_tokens,billed_responses,invalid_output_responses,missing_cost_responses,rate_limit_retries,transient_retries,invalid_output_retries,recognizability,subjective_reference_fidelity,visual_coherence,visual_quality,separation_coherence,mean_object_recognizability,mean_subjective_reference_fidelity,apple_recognizability,apple_subjective_fidelity,orange_recognizability,orange_subjective_fidelity,lemon_recognizability,lemon_subjective_fidelity,eggplant_recognizability,eggplant_subjective_fidelity,judge_reason
v2_homogeneous4_topup__homogeneous4_qwen__rep_03,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_qwen,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_qwen\rep_03,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_qwen_03,10,10,max_steps,0.7835051546391752,0.7835051546391752,0.6846846846846847,0.9156626506024096,0.6575724904213273,censored,,111,111,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_qwen__rep_03.png,1,0,0,0,300,129,188,62,0,0.0,0.0,0.0,4,4,0,0.031007751937984496,2,0.5,1.0,0,0,2,41,3,0,0,0,3,1,7.317073170731708,3,0.06971927292,0.06971927292,0.008898380885842107,117122,17788,5718,42,1,0,0,1,1,0,1,3,0.375,,,,,,,,,,,,Mug-like red blob with handle and stray green; not an apple.
v2_homogeneous4_topup__homogeneous4_qwen__rep_04,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_qwen,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_qwen\rep_04,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_qwen_04,10,10,max_steps,0.8163265306122449,0.8163265306122449,0.7079646017699115,0.963855421686747,0.6618912803344622,censored,,113,113,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_qwen__rep_04.png,1,0,0,0,312,125,236,59,1,0.00423728813559322,0.01694915254237288,0.32051282051282054,3,3,0,0.024,1,0.3333333333333333,1,0,1,2,41,2,0,0,0,2,1,4.878048780487805,2,0.06932332638,0.06932332638,0.008492107481549998,110308,18203,5499,42,1,0,0,0,1,2,1,2,0.5,,,,,,,,,,,,Red mass with stem/leaf but rectangular and lopsided; not apple-shaped.
v2_homogeneous4_topup__homogeneous4_qwen__rep_05,v2_homogeneous4_topup,single_topup,single,V2,homogeneous4_qwen,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_homogeneous4_topup\runs\homogeneous4_qwen\rep_05,max_steps,,drawing_v2a_apple_homogeneous4_topup_homogeneous4_qwen_05,10,10,max_steps,0.8888888888888888,0.8888888888888888,0.8247422680412371,0.963855421686747,0.6168085263048146,censored,,97,97,analysis/results/analysis_canvases/v2_homogeneous4_topup__homogeneous4_qwen__rep_05.png,1,0,0,0,320,132,211,83,9,0.04265402843601896,0.10843373493975904,2.8125,8,8,0,0.06060606060606061,7,0.875,1,0,0,1,41,1,0,0,0,1,1,2.4390243902439024,1,0.06708511061999999,0.06708511061999999,0.0075470749447499996,103342,17901,5612,41,0,0,0,0,0,3,2,3,0.75,,,,,,,,,,,,Recognizable but squarer with extra bottom pixel; stem wider.
v3_homogeneous4_topup__homogeneous4_gemini__rep_01,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_gemini,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_gemini\rep_01,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_gemini_01,10,6,team_complete,1.0,1.0,1.0,1.0,0.8433140502724654,completion,0.0,83,83,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_gemini__rep_01.png,1,0,0,0,114,86,88,18,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,25,1,1,0,0,2,1,8.0,2,0.07081779375,0.07081779375,0.007081779375,95915,18968,16673,25,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round apple matching reference shape, colors, stem and leaf with intentional pixels."
v3_homogeneous4_topup__homogeneous4_gemini__rep_02,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_gemini,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_gemini\rep_02,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_gemini_02,10,5,team_complete,1.0,1.0,1.0,1.0,0.8494074997627898,completion,0.0,83,83,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_gemini__rep_02.png,1,0,0,0,118,83,86,20,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.05020228125,0.05020228125,0.005020228125000001,78815,11282,9014,21,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,"Clear round apple; colors match, shape slightly rounder than ref."
v3_homogeneous4_topup__homogeneous4_gemini__rep_03,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_gemini,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_gemini\rep_03,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_gemini_03,10,4,team_complete,1.0,1.0,1.0,1.0,0.8570245489500148,completion,0.0,83,83,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_gemini__rep_03.png,1,0,0,0,83,83,83,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,17,1,0,0,0,1,1,5.882352941176471,1,0.04518223874999999,0.04518223874999999,0.004518223875,63753,11590,9873,17,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clear apple matching ref shape, stem, leaf and colors; clean pixels."
v3_homogeneous4_topup__homogeneous4_gemini__rep_04,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_gemini,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_gemini\rep_04,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_gemini_04,10,5,team_complete,1.0,1.0,1.0,1.0,0.8514767237593325,completion,0.0,83,83,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_gemini__rep_04.png,1,0,0,0,121,83,87,16,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.053155575,0.053155575,0.0053155575,79290,12778,10643,21,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Very close shape, colors, stem and leaf to the reference."
v3_homogeneous4_topup__homogeneous4_gemini__rep_05,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_gemini,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_gemini\rep_05,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_gemini_05,10,7,team_complete,1.0,1.0,1.0,1.0,0.8537385589465506,completion,0.0,83,83,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_gemini__rep_05.png,1,0,0,0,102,89,93,6,0,0.0,0.0,0.0,1,1,0,0.011235955056179775,1,1.0,1,0,0,0,29,1,0,0,0,1,1,3.4482758620689653,1,0.08868865500000003,0.08868865500000003,0.008868865500000003,109972,25784,23686,29,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,Clear round apple with matching stem/leaf colors and clean connected pixels.
v3_homogeneous4_topup__homogeneous4_glm__rep_01,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_glm,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_glm\rep_01,stalled,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_glm_01,10,9,stalled,0.9761904761904762,0.9761904761904762,0.9647058823529412,0.9879518072289156,0.8206523842598615,stall,0.023809523809523836,85,85,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_glm__rep_01.png,1,0,0,0,158,93,125,25,2,0.016,0.08,1.2658227848101267,1,1,0,0.010752688172043012,1,1.0,1,0,0,0,37,1,0,0,0,1,1,2.7027027027027026,1,0.0210615237756,0.0210615237756,0.0021575219477443907,131510,17477,13746,42,5,0,0,0,5,4,3,4,1.0,,,,,,,,,,,,Clean apple; leaf is smaller and body slightly boxier than ref.
v3_homogeneous4_topup__homogeneous4_glm__rep_02,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_glm,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_glm\rep_02,max_steps,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_glm_02,10,10,max_steps,0.8421052631578947,0.8421052631578947,0.7476635514018691,0.963855421686747,0.7218860166616262,censored,,107,107,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_glm__rep_02.png,1,0,0,0,237,151,199,37,4,0.020100502512562814,0.10810810810810811,1.6877637130801688,3,3,0,0.019867549668874173,1,0.3333333333333333,1,0,0,2,41,1,0,0,0,1,1,2.4390243902439024,1,0.025106764844699994,0.025106764844699994,0.0029814283253081246,150957,22523,17071,48,7,0,0,0,7,2,1,1,0.375,,,,,,,,,,,,Messy extras and snout-like pixels; barely apple-shaped.
v3_homogeneous4_topup__homogeneous4_glm__rep_03,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_glm,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_glm\rep_03,stalled,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_glm_03,10,8,stalled,0.7330316742081447,0.7330316742081447,0.5869565217391305,0.9759036144578314,0.637073604815412,stall,0.26696832579185525,138,138,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_glm__rep_03.png,1,0,0,0,221,139,168,45,1,0.005952380952380952,0.022222222222222223,0.45248868778280543,0,0,0,0.0,0,,,0,0,0,33,1,0,0,0,1,1,3.0303030303030303,1,0.0162963654777,0.0162963654777,0.002223146154673889,113009,10144,6275,36,3,0,0,0,3,4,3,4,1.0,,,,,,,,,,,,Clear round apple; extra highlight and wider stem vs ref.
v3_homogeneous4_topup__homogeneous4_glm__rep_04,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_glm,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_glm\rep_04,max_steps,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_glm_04,10,10,max_steps,0.6352941176470588,0.6352941176470588,0.47093023255813954,0.9759036144578314,0.5705929134133617,censored,,172,172,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_glm__rep_04.png,1,0,0,0,304,187,272,25,1,0.003676470588235294,0.04,0.32894736842105265,1,1,0,0.0053475935828877,1,1.0,2,0,1,0,41,1,1,0,0,2,1,4.878048780487805,2,0.030383201702700004,0.030383201702700004,0.004782541008758335,176633,28975,17817,52,11,0,0,0,11,4,3,3,0.875,,,,,,,,,,,,Round red apple with stem/leaf; extra top pixel and wider than reference.
v3_homogeneous4_topup__homogeneous4_glm__rep_05,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_glm,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_glm\rep_05,max_steps,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_glm_05,10,10,max_steps,0.7961165048543689,0.7961165048543689,0.6666666666666666,0.9879518072289156,0.5687062876168989,censored,,123,123,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_glm__rep_05.png,1,0,0,0,293,166,237,50,6,0.02531645569620253,0.12,2.04778156996587,6,6,0,0.03614457831325301,5,0.8333333333333334,3,0,0,1,41,1,1,0,0,2,1,4.878048780487805,2,0.031731363278999995,0.031731363278999995,0.003985768802118293,168852,35007,27292,51,10,0,0,0,10,3,2,2,0.625,,,,,,,,,,,,"Apple-like but wide, jagged, melted bottom and thick stem."
v3_homogeneous4_topup__homogeneous4_luna__rep_01,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_luna,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_luna\rep_01,stalled,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_luna_01,10,7,stalled,0.8456375838926175,0.8456375838926175,0.9545454545454546,0.7590361445783133,0.6849135065914312,stall,0.15436241610738255,66,66,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_luna__rep_01.png,1,0,0,0,117,66,83,20,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,29,1,0,0,0,1,1,3.4482758620689653,1,0.018888175350000005,0.018888175350000005,0.0022336016882142863,83628,14890,12672,29,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,"Apple-like but small with bottom gaps; stem/leaf ok, shape off."
v3_homogeneous4_topup__homogeneous4_luna__rep_02,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_luna,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_luna\rep_02,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_luna_02,10,9,team_complete,0.9036144578313253,0.9036144578313253,0.9036144578313253,0.9036144578313253,0.6342639637431025,completion,0.09638554216867468,83,83,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_luna__rep_02.png,1,0,0,0,133,84,88,31,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,37,2,6,0,0,8,1,21.62162162162162,8,0.026221946850000004,0.026221946850000004,0.0029018954514000005,121166,19417,16317,37,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,Clear apple; slightly boxier silhouette than reference.
v3_homogeneous4_topup__homogeneous4_luna__rep_03,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_luna,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_luna\rep_03,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_luna_03,10,8,team_complete,0.8496732026143791,0.8496732026143791,0.9285714285714286,0.7831325301204819,0.5833214191969321,completion,0.15032679738562094,70,70,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_luna__rep_03.png,1,0,0,0,110,74,78,31,1,0.01282051282051282,0.03225806451612903,0.9090909090909091,1,1,0,0.013513513513513514,1,1.0,2,0,0,0,33,2,5,0,0,7,1,21.21212121212121,7,0.02289357675,0.02289357675,0.0026943978790384617,101628,17373,14757,33,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Mostly apple-like but truncated bottom with gap; incomplete silhouette.
v3_homogeneous4_topup__homogeneous4_luna__rep_04,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_luna,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_luna\rep_04,team_complete,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_luna_04,10,5,team_complete,0.8974358974358975,0.8974358974358975,0.958904109589041,0.8433734939759037,0.7186490052752944,completion,0.10256410256410253,73,73,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_luna__rep_04.png,1,0,0,0,75,73,74,1,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.013751684100000003,0.013751684100000003,0.0015323305140000005,60529,11054,9516,21,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,"Clean round red body, matching stem/leaf; extra highlight but otherwise coherent."
v3_homogeneous4_topup__homogeneous4_luna__rep_05,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_luna,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_luna\rep_05,max_steps,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_luna_05,10,10,max_steps,0.9102564102564102,0.9102564102564102,0.9726027397260274,0.8554216867469879,0.7296248730809138,censored,,73,73,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_luna__rep_05.png,1,0,0,0,203,136,144,42,3,0.020833333333333332,0.07142857142857142,1.477832512315271,9,9,0,0.0661764705882353,1,0.1111111111111111,1,0,0,8,41,2,0,0,0,2,1,4.878048780487805,2,0.031858833600000004,0.031858833600000004,0.003499984536338029,122415,28647,25057,41,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Apple-like but extra protrusions on side and bottom break shape and cleanliness.
v3_homogeneous4_topup__homogeneous4_qwen__rep_01,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_qwen,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_qwen\rep_01,stalled,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_qwen_01,10,10,stalled,0.8953488372093024,0.8953488372093024,0.8651685393258427,0.927710843373494,0.733719301879252,stall,0.10465116279069764,89,89,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_qwen__rep_01.png,1,0,0,0,318,91,240,66,1,0.004166666666666667,0.015151515151515152,0.31446540880503143,1,1,0,0.01098901098901099,0,0.0,,0,0,1,41,1,0,0,0,1,1,2.4390243902439024,1,0.06701303466,0.06701303466,0.007484572702285714,114624,16965,5998,41,0,0,0,0,0,3,2,3,0.75,,,,,,,,,,,,Stem/leaf make it an apple but body is too square vs round reference.
v3_homogeneous4_topup__homogeneous4_qwen__rep_02,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_qwen,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_qwen\rep_02,max_steps,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_qwen_02,10,10,max_steps,0.898876404494382,0.898876404494382,0.8421052631578947,0.963855421686747,0.6940585804008584,censored,,95,95,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_qwen__rep_02.png,1,0,0,0,297,110,213,54,3,0.014084507042253521,0.05555555555555555,1.0101010101010102,1,1,0,0.00909090909090909,1,1.0,2,0,0,0,41,2,0,0,0,2,1,4.878048780487805,2,0.06711071994,0.06711071994,0.007466067593324999,115629,16880,5832,41,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Apple-like but overly square body plus stray pixel; shape diverges from reference.
v3_homogeneous4_topup__homogeneous4_qwen__rep_03,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_qwen,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_qwen\rep_03,max_steps,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_qwen_03,10,10,max_steps,0.7358490566037735,0.7358490566037735,0.6046511627906976,0.9397590361445783,0.5922660927212078,censored,,129,129,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_qwen__rep_03.png,1,0,0,0,310,137,253,44,2,0.007905138339920948,0.045454545454545456,0.6451612903225806,2,2,0,0.014598540145985401,0,0.0,,0,0,2,41,1,0,0,0,1,1,2.4390243902439024,1,0.06697544634000001,0.06697544634000001,0.009101791425692311,113644,16993,5590,41,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,"Blocky square with gaps, protrusions; barely apple-shaped, poor match."
v3_homogeneous4_topup__homogeneous4_qwen__rep_04,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_qwen,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_qwen\rep_04,max_steps,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_qwen_04,10,10,max_steps,0.8080808080808081,0.8080808080808081,0.6956521739130435,0.963855421686747,0.7014595109249533,censored,,115,115,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_qwen__rep_04.png,1,0,0,0,319,118,253,54,1,0.003952569169960474,0.018518518518518517,0.31347962382445144,1,1,0,0.00847457627118644,0,0.0,,0,0,1,41,1,0,0,0,1,1,2.4390243902439024,1,0.06659690004,0.06659690004,0.008241366379950002,115289,16705,5845,41,0,0,0,0,0,2,2,2,0.5,,,,,,,,,,,,Irregular body with dangling pixels; apple-like but materially misshapen.
v3_homogeneous4_topup__homogeneous4_qwen__rep_05,v3_homogeneous4_topup,single_topup,single,V3,homogeneous4_qwen,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_homogeneous4_topup\runs\homogeneous4_qwen\rep_05,stalled,,drawing_v3a_apple_homogeneous4_topup_homogeneous4_qwen_05,10,7,stalled,0.8375,0.8375,0.8701298701298701,0.8072289156626506,0.6352623692661665,stall,0.16249999999999998,77,77,analysis/results/analysis_canvases/v3_homogeneous4_topup__homogeneous4_qwen__rep_05.png,1,0,0,0,215,78,145,58,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,29,1,0,0,0,1,1,3.4482758620689653,1,0.04714440984000001,0.04714440984000001,0.005629183264477614,78344,12100,3771,29,0,0,0,0,0,2,2,2,0.5,,,,,,,,,,,,Flattened incomplete blob; stem/leaf present but body shape badly wrong.
